76	-11.5	-2.0	7.5	-10.4	-0.8	8.8	-10.3	-0.2	9.8	-12.0	-1.6	8.8	-11.4	-2.1	7.3
78	-10.8	-1.3	8.2	-9.5	0.0	9.5	-9.6	0.5	10.7	-11.4	-0.8	9.8	-11.4	-1.7	7.9
80	-10.1	-0.7	8.8	-9.0	0.4	9.8	-9.0	1.1	11.1	-10.7	0.0	10.6	-11.4	-1.4	8.5
82	-9.7	-0.2	9.2	-8.8	0.4	9.7	-8.7	1.2	11.1	-10.1	0.4	10.9	-11.3	-1.3	8.8
84	-9.5	-0.1	9.3	-9.1	0.0	9.1	-8.7	0.9	10.5	-9.7	0.4	10.5	-11.4	-1.3	8.8
86	-9.7	-0.3	9.2	-9.8	-0.8	8.3	-9.3	0.1	9.5	-9.9	-0.2	9.4	-11.6	-1.6	8.4
88	-10.1	-0.7	8.7	-10.8	-1.7	7.3	-10.2	-1.0	8.1	-10.5	-1.3	8.0	-12.0	-2.1	7.7
90	-10.6	-1.2	8.2	-11.8	-2.6	6.5	-11.2	-2.2	6.9	-11.5	-2.5	6.5	-12.6	-2.8	7.0
92	-11.0	-1.7	7.6	-12.6	-3.3	6.0	-12.0	-3.0	6.0	-12.3	-3.5	5.4	-13.3	-3.4	6.5
94	-11.3	-2.0	7.3	-13.1	-3.7	5.8	-12.3	-3.3	5.7	-12.8	-4.0	4.9	-13.9	-3.9	6.1
96	-11.4	-2.1	7.1	-13.1	-3.7	5.8	-12.2	-3.2	5.8	-12.9	-4.0	4.9	-14.3	-4.3	5.7
98	-11.4	-2.1	7.2	-12.8	-3.5	5.9	-12.0	-3.0	6.1	-12.8	-3.9	5.0	-14.5	-4.6	5.3
100	-11.4	-2.1	7.3	-12.4	-3.3	5.9	-11.8	-2.8	6.3	-12.7	-3.8	5.1	-14.6	-4.9	4.9
